Comunidad autónoma;Relación con la actividad en el trimestre actual;Relación con la actividad en el trimestre anterior;Periodo;Total
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2016T3;116,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2016T2;116,8
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2016T1;128,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2015T4;122,8
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2015T3;109,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2015T2;123,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2015T1;99,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2014T4;111,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2014T3;104,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2014T2;114,9
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2014T1;117,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2013T4;108,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2013T3;110,1
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2013T2;102,9
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2013T1;116,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2012T4;122
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2012T3;113,9
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2012T2;106,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2012T1;126,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2011T4;122,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2011T3;111,7
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2011T2;119,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2011T1;124,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2010T4;110,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2010T3;105,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2010T2;107,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2010T1;132,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2009T4;122,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2009T3;124,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2009T2;131,8
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2009T1;156,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2008T4;130,1
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2008T3;128,8
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2008T2;137,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2008T1;158,7
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2007T4;158,6
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2007T3;165,2
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2007T2;153,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2007T1;163,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2006T4;188
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2006T3;147,3
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2006T2;172,7
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2006T1;165,4
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2005T4;128,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2005T3;155,5
Total Nacional;Total (trimestre actual);No consta (trimestre anterior);2005T2;155,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2024T2;21.684,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2024T1;21.250
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2023T4;21.389,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2023T3;21.446,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2023T2;21.258,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2023T1;20.634,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2022T4;20.640,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2022T3;20.745,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2022T2;20.607,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2022T1;20.196,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2021T4;20.274,8
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2021T3;20.103,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2021T2;19.716,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2021T1;19.239,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2020T4;19.344,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2020T3;19.176,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2020T2;18.607,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2020T1;19.681,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2019T4;19.966,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2019T3;19.874,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2019T2;19.804,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2019T1;19.471,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2018T4;19.564,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2018T3;19.528
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2018T2;19.344,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2018T1;18.874,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2017T4;18.998,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2017T3;19.049,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2017T2;18.813,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2017T1;18.438,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2016T4;18.508,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2016T3;18.527,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2016T2;18.301
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2016T1;18.029,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2015T4;18.094,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2015T3;18.048,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2015T2;17.866,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2015T1;17.454,8
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2014T4;17.569,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2014T3;17.504
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2014T2;17.353
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2014T1;16.950,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2013T4;17.135,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2013T3;17.230
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2013T2;17.160,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2013T1;17.030,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2012T4;17.339,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2012T3;17.667,7
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2012T2;17.758,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2012T1;17.765,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2011T4;18.153
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2011T3;18.484,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2011T2;18.622
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2011T1;18.426,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2010T4;18.674,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2010T3;18.819
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2010T2;18.751,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2010T1;18.652,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2009T4;18.890,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2009T3;19.098,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2009T2;19.154,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2009T1;19.284,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2008T4;20.055,3
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2008T3;20.556,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2008T2;20.646,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2008T1;20.620
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2007T4;20.717,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2007T3;20.753,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2007T2;20.580,9
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2007T1;20.267,5
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2006T4;20.195,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2006T3;20.091
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2006T2;19.891,6
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2006T1;19.578,4
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2005T4;19.509,2
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2005T3;19.422,1
Total Nacional;Ocupados (trimestre actual);Total (trimestre anterior);2005T2;19.160,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2024T2;20.322,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2024T1;20.134,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2023T4;20.036
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2023T3;20.115,2
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2023T2;19.834,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2023T1;19.516,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2022T4;19.252,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2022T3;19.336,7
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2022T2;19.192,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2022T1;19.047,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2021T4;18.753,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2021T3;18.484
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2021T2;18.157,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2021T1;18.059,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2020T4;17.793,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2020T3;17.358,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2020T2;17.741
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2020T1;18.621,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2019T4;18.583,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2019T3;18.551,4
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2019T2;18.485,1
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2019T1;18.392,1
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2018T4;18.180
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2018T3;18.129,4
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2018T2;17.917,7
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2018T1;17.782,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2017T4;17.664,1
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2017T3;17.620,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2017T2;17.376,7
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2017T1;17.299,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2016T4;17.151,2
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2016T3;17.099,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2016T2;17.006,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2016T1;16.900,1
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2015T4;16.702,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2015T3;16.650,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2015T2;16.465,2
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2015T1;16.381,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2014T4;16.169,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2014T3;16.154,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2014T2;16.003,2
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2014T1;15.867,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2013T4;15.748,4
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2013T3;15.841,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2013T2;15.894,3
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2013T1;16.001,2
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2012T4;16.004,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2012T3;16.283,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2012T2;16.491,9
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2012T1;16.673,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2011T4;16.793,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2011T3;17.052,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2011T2;17.200
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2011T1;17.247,1
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2010T4;17.277,5
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2010T3;17.347,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2010T2;17.370,8
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2010T1;17.410,6
Total Nacional;Ocupados (trimestre actual);Ocupados (trimestre anterior);2009T4;17.413,4
